Name,Team,player,HR,R,RBI,SB,OBP,W,SV,HLD,SO,WHIP,ERA,ADP,MinDP,MaxDP,C,1B,2B,3B,SS,INF,OF,UT,P
Jasson Domínguez,NYY,Jasson Dominguez (NYY),4,16,15,4,0.316,0,0,0,0,0,0,359.08,263,356,0,0,0,0,0,0,1,1,0
Heston Kjerstad,BAL,Heston Kjerstad (BAL),5,18,18,1,0.321,0,0,0,0,0,0,360.93,348,348,0,0,0,0,0,0,0,1,0
Adalberto Mondesi,BOS,Adalberto Mondesi (BOS),4,19,19,8,0.279,0,0,0,0,0,0,360.79,324,324,0,0,0,0,1,1,0,1,0
Charlie Blackmon,COL,Charlie Blackmon (COL),14,75,57,6,0.344,0,0,0,0,0,0,359.38,297,354,0,0,0,0,0,0,1,1,0
Nick Castellanos,PHI,Nick Castellanos (PHI),22,71,81,7,0.309,0,0,0,0,0,0,110.05,64,150,0,0,0,0,0,0,1,1,0
Whit Merrifield,PHI,Whit Merrifield (PHI),7,43,37,15,0.305,0,0,0,0,0,0,284.42,191,359,0,0,1,0,0,1,1,1,0
Tyler Black,MIL,Tyler Black (MIL),2,10,9,3,0.34,0,0,0,0,0,0,360.22,286,350,0,0,0,1,0,1,0,1,0
Drew Waters,KCR,Drew Waters (KCR),3,11,11,3,0.313,0,0,0,0,0,0,360.9,344,344,0,0,0,0,0,0,1,1,0
Sean Bouchard,COL,Sean Bouchard (COL),4,13,13,2,0.343,0,0,0,0,0,0,360.7,342,345,0,0,0,0,0,0,1,1,0
Connor Wong,BOS,Connor Wong (BOS),8,32,32,5,0.29,0,0,0,0,0,0,350.55,204,360,1,0,0,0,0,0,0,1,0
Jake McCarthy,ARI,Jake McCarthy (ARI),1,6,6,3,0.324,0,0,0,0,0,0,359.66,270,359,0,0,0,0,0,0,1,1,0
José Azocar,SDP,Jose Azocar (SDP),5,27,26,13,0.287,0,0,0,0,0,0,360.98,357,357,0,0,0,0,0,0,1,1,0
Mickey Moniak,LAA,Mickey Moniak (LAA),16,49,54,7,0.277,0,0,0,0,0,0,358.3,294,360,0,0,0,0,0,0,1,1,0
Blaze Alexander,ARI,Blaze Alexander (ARI),2,11,10,1,0.291,0,0,0,0,0,0,360.74,315,315,0,0,0,0,1,1,0,1,0
Jacob Hurtubise,CIN,Jacob Hurtubise (CIN),0,3,2,1,0.354,0,0,0,0,0,0,360.81,339,350,0,0,0,0,0,0,1,1,0
James Wood,WSN,James Wood (WSN),3,10,10,1,0.297,0,0,0,0,0,0,348.63,236,359,0,0,0,0,0,0,1,1,0
Trey Lipscomb,WSN,Trey Lipscomb (WSN),2,11,11,1,0.278,0,0,0,0,0,0,360.28,235,235,0,0,0,1,0,1,0,1,0
Blake Sabol,SFG,Blake Sabol (SFG),0,1,1,0,0.297,0,0,0,0,0,0,360.91,349,358,1,0,0,0,0,0,1,1,0
Luisangel Acuña,NYM,Luisangel Acuna (NYM),0,0,0,0,0.297,0,0,0,0,0,0,360.82,330,330,0,0,0,0,1,1,0,1,0
Tyler Wade,SDP,Tyler Wade (SDP),1,8,7,5,0.297,0,0,0,0,0,0,360.91,345,345,0,0,0,1,1,1,0,1,0
Spencer Jones,NYY,Spencer Jones (NYY),0,0,0,0,0.279,0,0,0,0,0,0,360.44,311,313,0,0,0,0,0,0,1,1,0
Forrest Wall,ATL,Forrest Wall (ATL),0,4,3,2,0.308,0,0,0,0,0,0,360.94,353,358,0,0,0,0,0,0,1,1,0
Elehuris Montero,COL,Elehuris Montero (COL),15,41,46,1,0.31,0,0,0,0,0,0,359.97,299,360,0,1,0,0,0,1,0,1,0
Dylan Crews,WSN,Dylan Crews (WSN),5,21,20,4,0.29,0,0,0,0,0,0,358.71,254,358,0,0,0,0,0,0,1,1,0
Adam Duvall,ATL,Adam Duvall (ATL),13,32,37,2,0.275,0,0,0,0,0,0,359.69,319,356,0,0,0,0,0,0,1,1,0
Eddie Rosario,WSN,Eddie Rosario (WSN),11,37,41,4,0.302,0,0,0,0,0,0,360.17,332,360,0,0,0,0,0,0,1,1,0
Chase DeLauter,CLE,Chase DeLauter (CLE),2,9,9,1,0.283,0,0,0,0,0,0,358.81,82,357,0,0,0,0,0,0,1,1,0
Elias Díaz,COL,Elias Diaz (COL),11,39,42,1,0.307,0,0,0,0,0,0,270.51,190,351,1,0,0,0,0,0,0,1,0
Luke Raley,SEA,Luke Raley (SEA),15,44,46,8,0.311,0,0,0,0,0,0,345.22,228,359,0,1,0,0,0,1,1,1,0
Tommy Pham,FA,Tommy Pham (FA),13,50,49,12,0.325,0,0,0,0,0,0,354.57,250,360,0,0,0,0,0,0,1,1,0
Spencer Strider,ATL,Spencer Strider (ATL),0,0,0,0,0,15,0,0,257,1.09,3.19,4.77,1,12,0,0,0,0,0,0,0,0,1
Zack Wheeler,PHI,Zack Wheeler (PHI),0,0,0,0,0,13,0,0,199,1.15,3.56,23.79,11,33,0,0,0,0,0,0,0,0,1
Kevin Gausman,TOR,Kevin Gausman (TOR),0,0,0,0,0,13,0,0,221,1.13,3.44,42.46,25,70,0,0,0,0,0,0,0,0,1
Aaron Nola,PHI,Aaron Nola (PHI),0,0,0,0,0,12,0,0,200,1.17,3.82,56.64,38,81,0,0,0,0,0,0,0,0,1
Logan Webb,SFG,Logan Webb (SFG),0,0,0,0,0,13,0,0,180,1.22,3.5,50.11,36,68,0,0,0,0,0,0,0,0,1
Pablo López,MIN,Pablo Lopez (MIN),0,0,0,0,0,13,0,0,214,1.17,3.51,36.1,25,48,0,0,0,0,0,0,0,0,1
Framber Valdez,HOU,Framber Valdez (HOU),0,0,0,0,0,14,0,0,197,1.24,3.39,56.4,30,71,0,0,0,0,0,0,0,0,1
Tarik Skubal,DET,Tarik Skubal (DET),0,0,0,0,0,11,0,0,198,1.14,3.33,41.2,25,53,0,0,0,0,0,0,0,0,1
Tyler Glasnow,LAD,Tyler Glasnow (LAD),0,0,0,0,0,11,0,0,191,1.15,3.48,35.11,19,48,0,0,0,0,0,0,0,0,1
Zac Gallen,ARI,Zac Gallen (ARI),0,0,0,0,0,12,0,0,202,1.22,3.82,42.9,27,65,0,0,0,0,0,0,0,0,1
George Kirby,SEA,George Kirby (SEA),0,0,0,0,0,12,0,0,183,1.12,3.63,34.85,23,47,0,0,0,0,0,0,0,0,1
Max Fried,ATL,Max Fried (ATL),0,0,0,0,0,14,0,0,176,1.23,3.59,52.72,38,71,0,0,0,0,0,0,0,0,1
Zach Eflin,TBR,Zach Eflin (TBR),0,0,0,0,0,12,0,0,177,1.15,3.64,73.55,54,99,0,0,0,0,0,0,0,0,1
Luis Castillo,SEA,Luis Castillo (SEA),0,0,0,0,0,12,0,0,204,1.2,3.65,29.78,13,39,0,0,0,0,0,0,0,0,1
Justin Steele,CHC,Justin Steele (CHC),0,0,0,0,0,12,0,0,173,1.25,3.71,94.47,65,121,0,0,0,0,0,0,0,0,1
Jesús Luzardo,MIA,Jesus Luzardo (MIA),0,0,0,0,0,11,0,0,205,1.24,3.76,78.78,56,104,0,0,0,0,0,0,0,0,1
Freddy Peralta,MIL,Freddy Peralta (MIL),0,0,0,0,0,11,0,0,200,1.18,3.7,53.82,37,73,0,0,0,0,0,0,0,0,1
Shota Imanaga,CHC,Shota Imanaga (CHC),0,0,0,0,0,11,0,0,180,1.21,3.84,151.3,108,185,0,0,0,0,0,0,0,0,1
Corbin Burnes,BAL,Corbin Burnes (BAL),0,0,0,0,0,12,0,0,208,1.23,3.78,20.35,9,32,0,0,0,0,0,0,0,0,1
Carlos Rodón,NYY,Carlos Rodon (NYY),0,0,0,0,0,11,0,0,197,1.16,3.77,139.4,85,205,0,0,0,0,0,0,0,0,1
Yoshinobu Yamamoto,LAD,Yoshinobu Yamamoto (LAD),0,0,0,0,0,12,0,0,193,1.2,3.94,43.55,23,66,0,0,0,0,0,0,0,0,1
Sonny Gray,STL,Sonny Gray (STL),0,0,0,0,0,12,0,0,171,1.28,3.83,138.37,98,206,0,0,0,0,0,0,0,0,1
Blake Snell,SFG,Blake Snell (SFG),0,0,0,0,0,11,0,0,211,1.26,3.53,71.84,36,121,0,0,0,0,0,0,0,0,1
Chris Sale,ATL,Chris Sale (ATL),0,0,0,0,0,11,0,0,172,1.17,3.76,95.73,68,124,0,0,0,0,0,0,0,0,1
Shane Bieber,CLE,Shane Bieber (CLE),0,0,0,0,0,11,0,0,182,1.25,3.95,119.22,80,174,0,0,0,0,0,0,0,0,1
Jordan Montgomery,ARI,Jordan Montgomery (ARI),0,0,0,0,0,11,0,0,152,1.27,3.96,186.04,130,315,0,0,0,0,0,0,0,0,1
Grayson Rodriguez,BAL,Grayson Rodriguez (BAL),0,0,0,0,0,12,0,0,191,1.23,3.66,63.41,40,83,0,0,0,0,0,0,0,0,1
Dylan Cease,SDP,Dylan Cease (SDP),0,0,0,0,0,11,0,0,203,1.28,3.91,92.1,60,139,0,0,0,0,0,0,0,0,1
Logan Gilbert,SEA,Logan Gilbert (SEA),0,0,0,0,0,12,0,0,185,1.18,3.88,63.36,38,79,0,0,0,0,0,0,0,0,1
Mitch Keller,PIT,Mitch Keller (PIT),0,0,0,0,0,11,0,0,176,1.32,4.18,159.36,85,205,0,0,0,0,0,0,0,0,1
Hunter Greene,CIN,Hunter Greene (CIN),0,0,0,0,0,10,0,0,195,1.25,4.25,138.06,89,204,0,0,0,0,0,0,0,0,1
Nick Lodolo,CIN,Nick Lodolo (CIN),0,0,0,0,0,9,0,1,163,1.22,3.79,254.48,195,357,0,0,0,0,0,0,0,0,1
Joe Ryan,MIN,Joe Ryan (MIN),0,0,0,0,0,11,0,0,197,1.17,4.04,86.37,64,116,0,0,0,0,0,0,0,0,1
Brayan Bello,BOS,Brayan Bello (BOS),0,0,0,0,0,11,0,0,157,1.38,4.29,211.97,168,262,0,0,0,0,0,0,0,0,1
Joe Musgrove,SDP,Joe Musgrove (SDP),0,0,0,0,0,11,0,0,169,1.2,3.86,100.2,73,148,0,0,0,0,0,0,0,0,1
Yu Darvish,SDP,Yu Darvish (SDP),0,0,0,0,0,10,0,0,174,1.2,4.12,168.48,131,207,0,0,0,0,0,0,0,0,1
Cole Ragans,KCR,Cole Ragans (KCR),0,0,0,0,0,11,0,0,185,1.33,3.96,73.65,37,103,0,0,0,0,0,0,0,0,1
Reid Detmers,LAA,Reid Detmers (LAA),0,0,0,0,0,11,0,0,189,1.3,4.25,232.63,186,304,0,0,0,0,0,0,0,0,1
Chris Bassitt,TOR,Chris Bassitt (TOR),0,0,0,0,0,11,0,0,171,1.28,4.18,128.88,87,177,0,0,0,0,0,0,0,0,1
Bobby Miller,LAD,Bobby Miller (LAD),0,0,0,0,0,10,0,0,150,1.26,4.02,64.76,20,88,0,0,0,0,0,0,0,0,1
Merrill Kelly,ARI,Merrill Kelly (ARI),0,0,0,0,0,11,0,0,176,1.33,4.17,138.52,97,175,0,0,0,0,0,0,0,0,1
DL Hall,MIL,DL Hall (MIL),0,0,0,0,0,8,0,1,162,1.28,3.66,279.37,181,343,0,0,0,0,0,0,0,0,1
José Berríos,TOR,Jose Berrios (TOR),0,0,0,0,0,11,0,0,167,1.25,4.09,158.6,109,200,0,0,0,0,0,0,0,0,1
Ranger Suárez,PHI,Ranger Suarez (PHI),0,0,0,0,0,10,0,0,134,1.37,4.04,321.28,229,360,0,0,0,0,0,0,0,0,1
Alex Cobb,SFG,Alex Cobb (SFG),0,0,0,0,0,9,0,0,120,1.28,3.68,357.55,294,358,0,0,0,0,0,0,0,0,1
Kodai Senga,NYM,Kodai Senga (NYM),0,0,0,0,0,8,0,0,149,1.28,3.74,243.89,104,348,0,0,0,0,0,0,0,0,1
Yusei Kikuchi,TOR,Yusei Kikuchi (TOR),0,0,0,0,0,10,0,0,161,1.26,3.98,229.82,184,311,0,0,0,0,0,0,0,0,1
Nathan Eovaldi,TEX,Nathan Eovaldi (TEX),0,0,0,0,0,11,0,0,157,1.29,4.23,192.09,130,249,0,0,0,0,0,0,0,0,1
Eduardo Rodriguez,ARI,Eduardo Rodriguez (ARI),0,0,0,0,0,9,0,0,131,1.3,3.99,255.84,151,359,0,0,0,0,0,0,0,0,1
Patrick Sandoval,LAA,Patrick Sandoval (LAA),0,0,0,0,0,10,0,0,152,1.4,4.18,360.15,316,359,0,0,0,0,0,0,0,0,1
Justin Verlander,HOU,Justin Verlander (HOU),0,0,0,0,0,10,0,0,146,1.23,4.22,175.24,113,251,0,0,0,0,0,0,0,0,1
Hunter Brown,HOU,Hunter Brown (HOU),0,0,0,0,0,9,0,1,141,1.28,3.76,151.31,109,191,0,0,0,0,0,0,0,0,1
MacKenzie Gore,WSN,MacKenzie Gore (WSN),0,0,0,0,0,9,0,0,159,1.34,4.19,257.17,177,315,0,0,0,0,0,0,0,0,1
Marcus Stroman,NYY,Marcus Stroman (NYY),0,0,0,0,0,11,0,0,144,1.33,4.01,250.97,197,304,0,0,0,0,0,0,0,0,1
Braxton Garrett,MIA,Braxton Garrett (MIA),0,0,0,0,0,8,0,0,126,1.27,3.99,266.96,176,360,0,0,0,0,0,0,0,0,1
Griffin Canning,LAA,Griffin Canning (LAA),0,0,0,0,0,9,0,0,147,1.28,4.21,268.24,217,332,0,0,0,0,0,0,0,0,1
Lance Lynn,STL,Lance Lynn (STL),0,0,0,0,0,10,0,0,152,1.29,4.34,312.99,190,360,0,0,0,0,0,0,0,0,1
Kenta Maeda,DET,Kenta Maeda (DET),0,0,0,0,0,9,0,1,147,1.23,4.11,233.6,193,290,0,0,0,0,0,0,0,0,1
Michael King,SDP,Michael King (SDP),0,0,0,0,0,9,0,1,154,1.28,3.86,126.59,97,174,0,0,0,0,0,0,0,0,1
Frankie Montas,CIN,Frankie Montas (CIN),0,0,0,0,0,9,0,0,144,1.32,4.43,293.89,211,359,0,0,0,0,0,0,0,0,1
Nick Pivetta,BOS,Nick Pivetta (BOS),0,0,0,0,0,10,0,1,188,1.33,4.47,159.9,117,205,0,0,0,0,0,0,0,0,1
Jon Gray,TEX,Jon Gray (TEX),0,0,0,0,0,10,0,0,159,1.32,4.37,298.64,243,359,0,0,0,0,0,0,0,0,1
Brady Singer,KCR,Brady Singer (KCR),0,0,0,0,0,10,0,0,139,1.37,4.41,356.79,222,357,0,0,0,0,0,0,0,0,1
Bailey Ober,MIN,Bailey Ober (MIN),0,0,0,0,0,9,0,0,151,1.22,4.24,116.6,92,154,0,0,0,0,0,0,0,0,1
Steven Matz,STL,Steven Matz (STL),0,0,0,0,0,9,0,1,127,1.25,3.92,357.99,305,360,0,0,0,0,0,0,0,0,1
Seth Lugo,KCR,Seth Lugo (KCR),0,0,0,0,0,9,0,0,134,1.35,4.4,266.02,200,345,0,0,0,0,0,0,0,0,1
Kyle Gibson,STL,Kyle Gibson (STL),0,0,0,0,0,11,0,0,140,1.37,4.32,358.66,181,357,0,0,0,0,0,0,0,0,1
Charlie Morton,ATL,Charlie Morton (ATL),0,0,0,0,0,11,0,0,168,1.34,4.19,216.34,132,265,0,0,0,0,0,0,0,0,1
Max Scherzer,TEX,Max Scherzer (TEX),0,0,0,0,0,7,0,0,125,1.17,4.08,326.59,220,360,0,0,0,0,0,0,0,0,1
Eury Pérez,MIA,Eury Perez (MIA),0,0,0,0,0,8,0,0,136,1.24,4.1,175.79,56,347,0,0,0,0,0,0,0,0,1
Sean Manaea,NYM,Sean Manaea (NYM),0,0,0,0,0,9,0,0,148,1.26,4.06,315.74,226,360,0,0,0,0,0,0,0,0,1
Miles Mikolas,STL,Miles Mikolas (STL),0,0,0,0,0,11,0,0,130,1.31,4.53,354.85,286,352,0,0,0,0,0,0,0,0,1
Graham Ashcraft,CIN,Graham Ashcraft (CIN),0,0,0,0,0,9,0,0,125,1.44,4.8,357.36,279,358,0,0,0,0,0,0,0,0,1
Tanner Houck,BOS,Tanner Houck (BOS),0,0,0,0,0,9,0,1,135,1.37,4.31,330.68,244,360,0,0,0,0,0,0,0,0,1
Aaron Civale,TBR,Aaron Civale (TBR),0,0,0,0,0,9,0,0,141,1.25,4.15,189.52,144,224,0,0,0,0,0,0,0,0,1
Jordan Hicks,SFG,Jordan Hicks (SFG),0,0,0,0,0,9,0,1,158,1.36,3.66,301.52,207,359,0,0,0,0,0,0,0,0,1
Shane Baz,TBR,Shane Baz (TBR),0,0,0,0,0,8,0,1,128,1.18,3.7,314.35,197,360,0,0,0,0,0,0,0,0,1
James Paxton,LAD,James Paxton (LAD),0,0,0,0,0,9,0,1,138,1.26,4.14,276.15,206,342,0,0,0,0,0,0,0,0,1
Nestor Cortes,NYY,Nestor Cortes (NYY),0,0,0,0,0,9,0,1,147,1.23,4.17,214.51,164,259,0,0,0,0,0,0,0,0,1
Tanner Bibee,CLE,Tanner Bibee (CLE),0,0,0,0,0,10,0,0,159,1.26,4.23,110.01,79,140,0,0,0,0,0,0,0,0,1
Cristopher Sánchez,PHI,Cristopher Sanchez (PHI),0,0,0,0,0,8,0,1,110,1.35,4.04,206.01,151,251,0,0,0,0,0,0,0,0,1
Walker Buehler,LAD,Walker Buehler (LAD),0,0,0,0,0,8,0,0,122,1.3,4.36,191.8,103,305,0,0,0,0,0,0,0,0,1
Chris Paddack,MIN,Chris Paddack (MIN),0,0,0,0,0,8,0,1,116,1.28,4.37,293.86,228,359,0,0,0,0,0,0,0,0,1
Trevor Rogers,MIA,Trevor Rogers (MIA),0,0,0,0,0,8,0,1,128,1.3,4.06,288.4,209,358,0,0,0,0,0,0,0,0,1
Kyle Harrison,SFG,Kyle Harrison (SFG),0,0,0,0,0,9,0,0,176,1.34,4.1,220.53,173,282,0,0,0,0,0,0,0,0,1
Gerrit Cole,NYY,Gerrit Cole (NYY),0,0,0,0,0,7,0,0,109,1.15,3.72,157.78,8,340,0,0,0,0,0,0,0,0,1
Andrew Abbott,CIN,Andrew Abbott (CIN),0,0,0,0,0,7,0,0,118,1.32,4.38,290.36,187,352,0,0,0,0,0,0,0,0,1
Reese Olson,DET,Reese Olson (DET),0,0,0,0,0,8,0,0,127,1.34,4.21,277.46,220,357,0,0,0,0,0,0,0,0,1
Jose Quintana,NYM,Jose Quintana (NYM),0,0,0,0,0,10,0,0,144,1.37,4.23,352.8,283,360,0,0,0,0,0,0,0,0,1
Kutter Crawford,BOS,Kutter Crawford (BOS),0,0,0,0,0,9,0,1,143,1.32,4.69,219.78,164,257,0,0,0,0,0,0,0,0,1
Brandon Pfaadt,ARI,Brandon Pfaadt (ARI),0,0,0,0,0,9,0,0,129,1.26,4.4,202.18,163,251,0,0,0,0,0,0,0,0,1
Luis Severino,NYM,Luis Severino (NYM),0,0,0,0,0,9,0,0,140,1.3,4.29,227.69,169,336,0,0,0,0,0,0,0,0,1
Edward Cabrera,MIA,Edward Cabrera (MIA),0,0,0,0,0,7,0,0,133,1.39,4.16,322.48,230,358,0,0,0,0,0,0,0,0,1
Clarke Schmidt,NYY,Clarke Schmidt (NYY),0,0,0,0,0,10,0,0,137,1.33,4.37,329.95,233,360,0,0,0,0,0,0,0,0,1
Dane Dunning,TEX,Dane Dunning (TEX),0,0,0,0,0,9,0,0,130,1.41,4.57,348.11,238,360,0,0,0,0,0,0,0,0,1
Andrew Heaney,TEX,Andrew Heaney (TEX),0,0,0,0,0,9,0,1,148,1.28,4.3,347.98,249,360,0,0,0,0,0,0,0,0,1
JP Sears,OAK,JP Sears (OAK),0,0,0,0,0,9,0,0,154,1.28,4.34,342.02,261,360,0,0,0,0,0,0,0,0,1
Triston McKenzie,CLE,Triston McKenzie (CLE),0,0,0,0,0,8,0,0,151,1.29,4.46,194.55,108,264,0,0,0,0,0,0,0,0,1
Taj Bradley,TBR,Taj Bradley (TBR),0,0,0,0,0,8,0,1,142,1.25,4.08,320.21,181,357,0,0,0,0,0,0,0,0,1
Chase Silseth,LAA,Chase Silseth (LAA),0,0,0,0,0,8,0,1,127,1.38,4.33,330.69,240,360,0,0,0,0,0,0,0,0,1
A.J. Puk,MIA,A.J. Puk (MIA),0,0,0,0,0,6,0,1,112,1.3,4.03,236.71,180,347,0,0,0,0,0,0,0,0,1
Michael Wacha,KCR,Michael Wacha (KCR),0,0,0,0,0,9,0,0,129,1.36,4.72,289.93,226,359,0,0,0,0,0,0,0,0,1
Taijuan Walker,PHI,Taijuan Walker (PHI),0,0,0,0,0,9,0,0,128,1.41,4.76,359.7,250,352,0,0,0,0,0,0,0,0,1
Jameson Taillon,CHC,Jameson Taillon (CHC),0,0,0,0,0,8,0,0,120,1.31,4.62,354.63,276,357,0,0,0,0,0,0,0,0,1
Jack Flaherty,DET,Jack Flaherty (DET),0,0,0,0,0,9,0,0,148,1.38,4.41,293.27,157,359,0,0,0,0,0,0,0,0,1
Louie Varland,MIN,Louie Varland (MIN),0,0,0,0,0,9,0,1,138,1.28,4.15,268.59,202,349,0,0,0,0,0,0,0,0,1
Michael Soroka,CHW,Michael Soroka (CHW),0,0,0,0,0,8,0,0,122,1.34,4.39,352.3,203,359,0,0,0,0,0,0,0,0,1
Kyle Bradish,BAL,Kyle Bradish (BAL),0,0,0,0,0,7,0,0,106,1.27,3.93,334.24,216,360,0,0,0,0,0,0,0,0,1
Aaron Ashby,MIL,Aaron Ashby (MIL),0,0,0,0,0,6,0,1,104,1.3,3.51,359.97,318,360,0,0,0,0,0,0,0,0,1
Garrett Whitlock,BOS,Garrett Whitlock (BOS),0,0,0,0,0,7,0,1,109,1.27,4.27,305.53,211,360,0,0,0,0,0,0,0,0,1
Kyle Hendricks,CHC,Kyle Hendricks (CHC),0,0,0,0,0,8,0,0,111,1.36,4.78,358.8,281,350,0,0,0,0,0,0,0,0,1
Bryan Woo,SEA,Bryan Woo (SEA),0,0,0,0,0,8,0,1,130,1.24,4.05,201.27,134,357,0,0,0,0,0,0,0,0,1
Cristian Javier,HOU,Cristian Javier (HOU),0,0,0,0,0,10,0,0,175,1.31,4.68,162.59,104,208,0,0,0,0,0,0,0,0,1
Logan Allen,CLE,Logan Allen (CLE),0,0,0,0,0,9,0,0,134,1.33,4.19,328.05,240,359,0,0,0,0,0,0,0,0,1
Clayton Kershaw,LAD,Clayton Kershaw (LAD),0,0,0,0,0,5,0,0,74,1.22,3.81,359.12,282,358,0,0,0,0,0,0,0,0,1
